Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
MACY'S INC,M,UL,Common Stock,Equity,BBG000C46R65,BBG000C46HM9,30065295159,EQ0010056200001000
FERRO CORP,FOE,UL,Common Stock,Equity,BBG000BJQTG6,BBG000BJQK11,30065285592,EQ0010056300001000
SCHAWK INC,SGK,UL,Common Stock,Equity,BBG000DMZ9S8,BBG000DMWWL7,30065314594,EQ0010056700001000
FIRST COMMONWEALTH FINL CORP,FCF,UL,Common Stock,Equity,BBG000CNFL75,BBG000CND7W0,30065299824,EQ0010057300001000
MASSEY ENERGY CO,MEE,UL,Common Stock,Equity,BBG000JGQHB5,BBG000JGQ3K6,30065379580,EQ0010059600001000
FMC CORP,FMC,UL,Common Stock,Equity,BBG000BJPLH3,BBG000BJP882,30065285586,EQ0010059700001000
JACK IN THE BOX INC,JACK,UL,Common Stock,Equity,BBG000H01FM1,BBG000GZYVY1,30065355712,EQ0010059900001000
FORD MOTOR CO,F,UL,Common Stock,Equity,BBG000BQPM03,BBG000BQPC32,30065286578,EQ0010060200001000
FOSTER WHEELER AG,FWLT,UL,Common Stock,Equity,BBG000BK1Q49,BBG000BK1FD3,30065285643,EQ0010060400001000
NEXTERA ENERGY INC,NEE,UL,Common Stock,Equity,BBG000BJSNC1,BBG000BJSBJ0,30065285599,EQ0010060700001000
FRANKLIN COVEY CO,FC,UL,Common Stock,Equity,BBG000FD12Z0,BBG000FCZM90,30065331538,EQ0010060800001000
FRANKLIN RESOURCES INC,BEN,UL,Common Stock,Equity,BBG000BD1382,BBG000BD0TF8,30065284791,EQ0010060900001000
FREEPORT-MCMORAN COPPER,FCX,UL,Common Stock,Equity,BBG000BJDKK4,BBG000BJDB15,30065285539,EQ0010061400003000
WHITE MOUNTAINS INSURANCE GP,WTM,UL,Common Stock,Equity,BBG000G7R2B0,BBG000G7PNS8,30065347759,EQ0010061800001000
ARTHUR J GALLAGHER & CO,AJG,UL,Common Stock,Equity,BBG000BBJ751,BBG000BBHXQ3,30065284565,EQ0010062100001000
GANNETT CO,GCI,UL,Common Stock,Equity,BBG000BK5PJ1,BBG000BK5DP1,30065285667,EQ0010062400001000
GAP INC/THE,GPS,UL,Common Stock,Equity,BBG000BKLR63,BBG000BKLH74,30065285726,EQ0010062500001000
GATX CORP,GMT,UL,Common Stock,Equity,BBG000BKH4L2,BBG000BKGXQ4,30065285709,EQ0010062600001000
GENERAL DYNAMICS CORP,GD,UL,Common Stock,Equity,BBG000BK6GS0,BBG000BK67C7,30065285670,EQ0010063100001000
GENERAL ELECTRIC CO,GE,UL,Common Stock,Equity,BBG000BK6VB5,BBG000BK6MB5,30065285672,EQ0010063200001000
GENERAL MILLS INC,GIS,UL,Common Stock,Equity,BBG000BKCRZ1,BBG000BKCFC2,30065285693,EQ0010063600001000
GENCORP INC,GY,UL,Common Stock,Equity,BBG000BKRWJ2,BBG000BKRHQ7,30065285757,EQ0010064400001000
GENESCO INC,GCO,UL,Common Stock,Equity,BBG000BK63G2,BBG000BK5S78,30065285668,EQ0010064600001000
GENUINE PARTS CO,GPC,UL,Common Stock,Equity,BBG000BKLCD8,BBG000BKL348,30065285723,EQ0010064900001000
GEORGIA GULF CORP,GGC,UL,Common Stock,Equity,BBG000BK9SB9,BBG000BK9GS7,30065285686,EQ0010065100001000
GERBER SCIENTIFIC INC,GRB,UL,Common Stock,Equity,BBG000BKMW07,BBG000BKMMD5,30065285731,EQ0010065400001000
GOODRICH CORP,GR,UL,Common Stock,Equity,BBG000BKM2Q5,BBG000BKLVK8,30065285727,EQ0010066700001000
GOODYEAR TIRE & RUBBER CO,GT,UL,Common Stock,Equity,BBG000BKP772,BBG000BKNX95,30065285742,EQ0010066800001000
GRACO INC,GGG,UL,Common Stock,Equity,BBG000BKB401,BBG000BK9W84,30065285687,EQ0010067100001000
WW GRAINGER INC,GWW,UL,Common Stock,Equity,BBG000BKRBY1,BBG000BKR1D6,30065285756,EQ0010067300001000
GRUBB & ELLIS CO,GBE,UL,Common Stock,Equity,BBG000BK4XP8,BBG000BK4NT6,30065285662,EQ0010068500001000
HAEMONETICS CORP/MASS,HAE,UL,Common Stock,Equity,BBG000C7VRC3,BBG000C7TF41,30065296856,EQ0010069500001000
HALLIBURTON CO,HAL,UL,Common Stock,Equity,BBG000BKTNT9,BBG000BKTFN2,30065285764,EQ0010069800001000
HALLWOOD GROUP INC,HWG,UL,Common Stock,Equity,BBG000BLLSP8,BBG000BLLJN0,30065285877,EQ0010069900001000
POLYONE CORPORATION,POL,UL,Common Stock,Equity,BBG000C8NS92,BBG000C8NJ10,30065297005,EQ0010070300001000
HARLEY-DAVIDSON INC,HOG,UL,Common Stock,Equity,BBG000BL05Y1,BBG000BKZTP3,30065285793,EQ0010070700001000
HARMAN INTERNATIONAL,HAR,UL,Common Stock,Equity,BBG000BKTZZ5,BBG000BKTT89,30065285771,EQ0010070800001000
JOY GLOBAL INC,JOYG,UL,Common Stock,Equity,BBG000K15179,BBG000K14Q84,30065400687,EQ0010070900002000
HARRIS CORP,HRS,UL,Common Stock,Equity,BBG000BLGNQ4,BBG000BLGFJ9,30065285860,EQ0010071000001000
HARSCO CORP,HSC,UL,Common Stock,Equity,BBG000BLHCW0,BBG000BLH3P8,30065285862,EQ0010071100001000
HAWAIIAN ELECTRIC INDS,HE,UL,Common Stock,Equity,BBG000BL0ZS2,BBG000BL0P40,30065285795,EQ0010071500001000
HEALTH MGMT ASSOCIATES INC-A,HMA,UL,Common Stock,Equity,BBG000CT5H63,BBG000CT56K1,30065300649,EQ0010072200002000
HEALTHSOUTH CORP,HLS,UL,Common Stock,Equity,BBG000BGC3W6,BBG000BGBRG2,30065285182,EQ0010072300001000
HECLA MINING CO,HL,UL,Common Stock,Equity,BBG000BL64Z7,BBG000BL5W86,30065285817,EQ0010072500001000
HJ HEINZ CO,HNZ,UL,Common Stock,Equity,BBG000BL9F70,BBG000BL9439,30065285838,EQ0010072700001000
HELMERICH & PAYNE,HP,UL,Common Stock,Equity,BBG000BLCYX6,BBG000BLCPY4,30065285847,EQ0010072900001000
HERSHEY CO/THE,HSY,UL,Common Stock,Equity,BBG000BLJ1P0,BBG000BLHRS2,30065285866,EQ0010073100001000
HEWLETT-PACKARD CO,HPQ,UL,Common Stock,Equity,BBG000KHYB98,BBG000KHWT55,30065414188,EQ0010073200001000
HEXCEL CORP,HXL,UL,Common Stock,Equity,BBG000BLMPD6,BBG000BLMDQ9,30065285881,EQ0010073300001000
HILL-ROM HOLDINGS INC,HRC,UL,Common Stock,Equity,BBG000BKWPM7,BBG000BKWCS0,30065285778,EQ0010073800001000
HOME DEPOT INC,HD,UL,Common Stock,Equity,BBG000BKZNT2,BBG000BKZB36,30065285792,EQ0010074300001000
MERITAGE HOMES CORP,MTH,UL,Common Stock,Equity,BBG000F4HGR1,BBG000F4F1N0,30065324769,EQ0010074500001000
HORACE MANN EDUCATORS,HMN,UL,Common Stock,Equity,BBG000BL83N0,BBG000BL7VL1,30065285827,EQ0010075100001000
HORMEL FOODS CORP,HRL,UL,Common Stock,Equity,BBG000BLFG80,BBG000BLF8D2,30065285857,EQ0010075300001000
STARWOOD HOTELS & RESORTS,HOT,UL,Common Stock,Equity,BBG000BLC747,BBG000BLBXT4,30065285845,EQ0010075600001000
CENTERPOINT ENERGY INC,CNP,UL,Common Stock,Equity,BBG000FDC910,BBG000FDBX90,30065331673,EQ0010076000001000
HUBBELL INC -CL A,HUB/A,UL,Common Stock,Equity,BBG000BBLS34,BBG000BBLG85,30065284579,EQ0010076300002000
HUBBELL INC -CL B,HUB/B,UL,Common Stock,Equity,BBG000BLKD36,BBG000BLK267,30065285870,EQ0010076300003000
HUMANA INC,HUM,UL,Common Stock,Equity,BBG000BLKV09,BBG000BLKK03,30065285874,EQ0010076700001000
IDACORP INC,IDA,UL,Common Stock,Equity,BBG000BLRC31,BBG000BLR3Y7,30065285908,EQ0010077400001000
IDEX CORP,IEX,UL,Common Stock,Equity,BBG000C1HWF8,BBG000C1HN22,30065290936,EQ0010077500001000
ILLINOIS TOOL WORKS,ITW,UL,Common Stock,Equity,BBG000BMBX58,BBG000BMBL90,30065286018,EQ0010077900001000
INGERSOLL-RAND PLC,IR,UL,Common Stock,Equity,BBG000BM6HC1,BBG000BM6788,30065285987,EQ0010078700001000
FURNITURE BRANDS INTL INC,FBN,UL,Common Stock,Equity,BBG000DSFNK4,BBG000DSC9D6,30065318620,EQ0010079300001000
INTERPUBLIC GROUP OF COS INC,IPG,UL,Common Stock,Equity,BBG000C91RF9,BBG000C90DH9,30065297071,EQ0010079500001000
INTL BUSINESS MACHINES CORP,IBM,UL,Common Stock,Equity,BBG000BLNWP7,BBG000BLNNH6,30065285890,EQ0010080100001000
INTL FLAVORS & FRAGRANCES,IFF,UL,Common Stock,Equity,BBG000BLSTG9,BBG000BLSL58,30065285916,EQ0010080300001000
INTL GAME TECHNOLOGY,IGT,UL,Common Stock,Equity,BBG000C6GGC6,BBG000C6F3T8,30065296582,EQ0010080400001000
INTERNATIONAL PAPER CO,IP,UL,Common Stock,Equity,BBG000BM60V7,BBG000BM5SR2,30065285983,EQ0010080600001000
WORLD FUEL SERVICES CORP,INT,UL,Common Stock,Equity,BBG000BM3KV6,BBG000BM3CJ8,30065285973,EQ0010080700001000
INTL RECTIFIER CORP,IRF,UL,Common Stock,Equity,BBG000BM6W56,BBG000BM6KM3,30065285991,EQ0010080800001000
INTL SHIPHOLDING CORP,ISH,UL,Common Stock,Equity,BBG000CJFFT3,BBG000CJF677,30065298589,EQ0010080900001000
ANIXTER INTERNATIONAL INC,AXE,UL,Common Stock,Equity,BBG000DPXFJ9,BBG000DPW6P3,30065316215,EQ0010081700001000
ITT CORP,ITT,UL,Common Stock,Equity,BBG000BMBGS0,BBG000BMB7R1,30065286016,EQ0010081800001000
EPOCH HOLDING CORP,EPHC,UL,Common Stock,Equity,BBG000KJ8F85,BBG000KJ70T6,30065414382,EQ0010081900001000
JACOBS ENGINEERING GROUP INC,JEC,UL,Common Stock,Equity,BBG000BMFSS0,BBG000BMFFQ0,30065286034,EQ0010082000001000
JOHNSON CONTROLS INC,JCI,UL,Common Stock,Equity,BBG000BMF2L4,BBG000BMDV41,30065286032,EQ0010082700001000
JOHNSON & JOHNSON,JNJ,UL,Common Stock,Equity,BBG000BMJ5N1,BBG000BMHYD1,30065286046,EQ0010082800001000
JONES GROUP INC/THE,JNY,UL,Common Stock,Equity,BBG000C7Y8Y8,BBG000C7WZ16,30065296859,EQ0010083000001000
FURMANITE CORP,FRM,UL,Common Stock,Equity,BBG000DHSPC8,BBG000DHRBP6,30065309706,EQ0010083700001000
GREAT PLAINS ENERGY INC,GXP,UL,Common Stock,Equity,BBG000K3WMV2,BBG000K3T8L8,30065403229,EQ0010083800001000
KANSAS CITY SOUTHERN,KSU,UL,Common Stock,Equity,BBG000BMZGB2,BBG000BMZ7P7,30065286100,EQ0010083900001000
KATY INDUSTRIES INC,KATY,UL,Common Stock,Equity,BBG000BMZVG4,BBG000BMZLF7,30065286101,EQ0010084100001000
KB HOME,KBH,UL,Common Stock,Equity,BBG000BMM4D1,BBG000BMLWX8,30065286058,EQ0010084200001000
KELLOGG CO,K,UL,Common Stock,Equity,BBG000BMKM98,BBG000BMKDM3,30065286053,EQ0010084300001000
KENNAMETAL INC,KMT,UL,Common Stock,Equity,BBG000BMWXT9,BBG000BMWKC5,30065286086,EQ0010084600001000
KIMBERLY-CLARK CORP,KMB,UL,Common Stock,Equity,BBG000BMWD40,BBG000BMW2Z0,30065286082,EQ0010085300001000
KOHLS CORP,KSS,UL,Common Stock,Equity,BBG000CS8P28,BBG000CS7CT9,30065300402,EQ0010086200001000
KROGER CO,KR,UL,Common Stock,Equity,BBG000BMYMN7,BBG000BMY992,30065286097,EQ0010086400001000
LA-Z-BOY INC,LZB,UL,Common Stock,Equity,BBG000BNLL33,BBG000BNLC97,30065286198,EQ0010087300001000
LACLEDE GROUP INC/THE,LG,UL,Common Stock,Equity,BBG000BN6SZ0,BBG000BN6KG8,30065286143,EQ0010087500001000
LEE ENTERPRISES,LEE,UL,Common Stock,Equity,BBG000BN5028,BBG000BN4PM2,30065286131,EQ0010088300001000
LEGG MASON INC,LM,UL,Common Stock,Equity,BBG000BNC0T1,BBG000BNBPQ0,30065286160,EQ0010088400001000
LEGGETT & PLATT INC,LEG,UL,Common Stock,Equity,BBG000BN5B97,BBG000BN53G7,30065286132,EQ0010088500001000
LENNAR CORP-A,LEN,UL,Common Stock,Equity,BBG000BN5S09,BBG000BN5HF7,30065286134,EQ0010088700001000
LEUCADIA NATIONAL CORP,LUK,UL,Common Stock,Equity,BBG000BNHZM6,BBG000BNHSP9,30065286184,EQ0010088900001000
ELI LILLY & CO,LLY,UL,Common Stock,Equity,BBG000BNBLH9,BBG000BNBDC2,30065286159,EQ0010089400001000
LIMITED BRANDS INC,LTD,UL,Common Stock,Equity,BBG000BNH0W2,BBG000BNGTQ7,30065286180,EQ0010089500001000
LINCOLN NATIONAL CORP,LNC,UL,Common Stock,Equity,BBG000BNCFW4,BBG000BNC3Y9,30065286164,EQ0010089600001000
LIZ CLAIBORNE INC,LIZ,UL,Common Stock,Equity,BBG000C4WS46,BBG000C4WJT9,30065295954,EQ0010090000001000
LOEWS CORP,L,UL,Common Stock,Equity,BBG000C45KL4,BBG000C45984,30065295136,EQ0010090500001000
FIRST ACCEPTANCE CORP,FAC,UL,Common Stock,Equity,BBG000CY78K4,BBG000CY5YQ3,30065301900,EQ0010090800001000
LOUISIANA-PACIFIC CORP,LPX,UL,Common Stock,Equity,BBG000BNFFY9,BBG000BNF508,30065286170,EQ0010091500001000
LOWE'S COS INC,LOW,UL,Common Stock,Equity,BBG000BNDY07,BBG000BNDN65,30065286169,EQ0010091600001000
LSI CORP,LSI,UL,Common Stock,Equity,BBG000BTB386,BBG000BT9T73,30065287029,EQ0010091700001000
LUBRIZOL CORP,LZ,UL,Common Stock,Equity,BBG000BNL8Q7,BBG000BNL271,30065286197,EQ0010091900001000
LUBY'S INC,LUB,UL,Common Stock,Equity,BBG000BNHPY5,BBG000BNHFB2,30065286182,EQ0010092000001000
LYDALL INC,LDL,UL,Common Stock,Equity,BBG000BN3YW3,BBG000BN3PZ9,30065286128,EQ0010092400001000
MAGNETEK INC,MAG,UL,Common Stock,Equity,BBG000BGN1V9,BBG000BGMR07,30065285232,EQ0010092900001000
MANPOWERGROUP,MAN,UL,Common Stock,Equity,BBG000BNMRZ4,BBG000BNMHS4,30065286208,EQ0010093300001001
MARSH & MCLENNAN COS,MMC,UL,Common Stock,Equity,BBG000BP4XQ6,BBG000BP4MH0,30065286315,EQ0010094200001000
MASCO CORP,MAS,UL,Common Stock,Equity,BBG000BNNTR8,BBG000BNNKG9,30065286213,EQ0010094800001000
MATTEL INC,MAT,UL,Common Stock,Equity,BBG000BNP632,BBG000BNNYW1,30065286216,EQ0010095000001000
MBIA INC,MBI,UL,Common Stock,Equity,BBG000BNQXJ5,BBG000BNQN34,30065286225,EQ0010095500001000
MCCLATCHY CO-CLASS A,MNI,UL,Common Stock,Equity,BBG000BP6C44,BBG000BP62Y3,30065286322,EQ0010095700002000
MCDERMOTT INTL INC,MDR,UL,Common Stock,Equity,BBG000BNWCV0,BBG000BNW1S8,30065286253,EQ0010095800001000
MCDONALD'S CORP,MCD,UL,Common Stock,Equity,BBG000BNT5X7,BBG000BNSZP1,30065286237,EQ0010096000001000
MCGRAW-HILL COMPANIES INC,MHP,UL,Common Stock,Equity,BBG000BP1XM3,BBG000BP1Q11,30065286290,EQ0010096200001000
MDC HOLDINGS INC,MDC,UL,Common Stock,Equity,BBG000BNV7B4,BBG000BNTTY4,30065286248,EQ0010096500001000
MDU RESOURCES GROUP INC,MDU,UL,Common Stock,Equity,BBG000BNXF06,BBG000BNX3R4,30065286258,EQ0010096600001000
MEDTRONIC INC,MDT,UL,Common Stock,Equity,BBG000BNWP32,BBG000BNWG87,30065286256,EQ0010097200001000
CVS CAREMARK CORP,CVS,UL,Common Stock,Equity,BBG000BGS6Y0,BBG000BGRY34,30065285250,EQ0010097600001000
MERCK & CO. INC.,MRK,UL,Common Stock,Equity,BBG000BPD7X5,BBG000BPD168,30065286354,EQ0010097800001000
MEREDITH CORP,MDP,UL,Common Stock,Equity,BBG000BNVZ68,BBG000BNVNY4,30065286252,EQ0010098000001000
MGIC INVESTMENT CORP,MTG,UL,Common Stock,Equity,BBG000CBMT03,BBG000CBMH27,30065297331,EQ0010099100001000
MGM RESORTS INTERNATIONAL,MGM,UL,Common Stock,Equity,BBG000C2C8L7,BBG000C2BXK4,30065292054,EQ0010099200001000
MICRON TECHNOLOGY INC,MU,UL,Common Stock,Equity,BBG000C60DC0,BBG000C5Z1S3,30065296484,EQ0010099500001000
ALLETE INC,ALE,UL,Common Stock,Equity,BBG000CYXKV6,BBG000CYW7N5,30065302246,EQ0010100000001000
3M CO,MMM,UL,Common Stock,Equity,BBG000BP5D07,BBG000BP52R2,30065286316,EQ0010100100001000
MOTOROLA SOLUTIONS INC,MSI,UL,Common Stock,Equity,BBG000BP95B8,BBG000BP8Z50,30065286333,EQ0010102100001000
MUELLER INDUSTRIES INC,MLI,UL,Common Stock,Equity,BBG000C6XJ59,BBG000C6W444,30065296718,EQ0010102200001000
MURPHY OIL CORP,MUR,UL,Common Stock,Equity,BBG000BPMRV3,BBG000BPMH90,30065286398,EQ0010102400001000
MYLAN INC,MYL,UL,Common Stock,Equity,BBG000BPQLW1,BBG000BPQD31,30065286414,EQ0010102800001000
NACCO INDUSTRIES-CL A,NC,UL,Common Stock,Equity,BBG000BPV1K2,BBG000BPTTM2,30065286430,EQ0010102900002000
BANK OF AMERICA CORP,BAC,UL,Common Stock,Equity,BBG000BCTT69,BBG000BCTLF6,30065284758,EQ0010103200001000
NATIONAL FUEL GAS CO,NFG,UL,Common Stock,Equity,BBG000BPYPY1,BBG000BPYD87,30065286449,EQ0010103900001000
LABORATORY CRP OF AMER HLDGS,LH,UL,Common Stock,Equity,BBG000D9FY40,BBG000D9DMK0,30065307461,EQ0010104000001000
TENET HEALTHCARE CORP,THC,UL,Common Stock,Equity,BBG000CPK908,BBG000CPHYL4,30065299935,EQ0010104400001000
NATIONAL PRESTO INDS INC,NPK,UL,Common Stock,Equity,BBG000BQ4RQ7,BBG000BQ4GG2,30065286485,EQ0010104600001000
NATIONAL SEMICONDUCTOR CORP,NSM,UL,Common Stock,Equity,BBG000BQ6547,BBG000BQ5TK8,30065286495,EQ0010104800001000
NAVISTAR INTERNATIONAL CORP,NAV,UL,Common Stock,Equity,BBG000BPSDR3,BBG000BPS2V2,30065286420,EQ0010105200001000
NETWORK EQUIPMENT TECH INC,NWK,UL,Common Stock,Equity,BBG000BGFWC1,BBG000BGFM51,30065285197,EQ0010105800001000
NEW JERSEY RESOURCES CORP,NJR,UL,Common Stock,Equity,BBG000BQ01Y9,BBG000BPZVW9,30065286460,EQ0010106100001000
NEWELL RUBBERMAID INC,NWL,UL,Common Stock,Equity,BBG000BQCJN9,BBG000BQC9V2,30065286518,EQ0010106500001000
NEWMONT MINING CORP,NEM,UL,Common Stock,Equity,BBG000BPX3P1,BBG000BPWXK1,30065286442,EQ0010106800001000
NEWS CORP-B,NWS,UL,Common Stock,Equity,BBG000BQDC08,BBG000BQD1J2,30065286522,EQ0010106900009000
NEWS CORP-CL A,NWSA,UL,Common Stock,Equity,BBG000DWZS77,BBG000DWYF03,30065321154,EQ0010106900009100
NICOR INC,GAS,UL,Common Stock,Equity,BBG000BK48W5,BBG000BK40L4,30065285658,EQ0010107200001000
NISOURCE INC,NI,UL,Common Stock,Equity,BBG000BPZNL9,BBG000BPZBB6,30065286457,EQ0010107400001000
NIKE INC -CL B,NKE,UL,Common Stock,Equity,BBG000C5K2Q9,BBG000C5HS04,30065296310,EQ0010107300003000
NL INDUSTRIES,NL,UL,Common Stock,Equity,BBG000BQ0CY5,BBG000BQ0543,30065286461,EQ0010107500001000
NOBLE ENERGY INC,NBL,UL,Common Stock,Equity,BBG000BPT8G5,BBG000BPT0C6,30065286425,EQ0010107600001000
NORFOLK SOUTHERN CORP,NSC,UL,Common Stock,Equity,BBG000BQ5P17,BBG000BQ5DS5,30065286492,EQ0010107800001000
NORTHEAST UTILITIES,NU,UL,Common Stock,Equity,BBG000BQ8HS3,BBG000BQ87N0,30065286503,EQ0010108600001000
NORTHGATE MINERALS CORP,NXG,UL,Common Stock,Equity,BBG000JW91T5,BBG000JW7K60,30065394460,EQ0010108900001001
NORTHROP GRUMMAN CORP,NOC,UL,Common Stock,Equity,BBG000BQ2KY5,BBG000BQ2C28,30065286473,EQ0010109000001000
WELLS FARGO & CO,WFC,UL,Common Stock,Equity,BBG000BWQNL4,BBG000BWQFY7,30065287448,EQ0010109200001000
NUCOR CORP,NUE,UL,Common Stock,Equity,BBG000BQ8SH1,BBG000BQ8KV2,30065286507,EQ0010109700001000
OCCIDENTAL PETROLEUM CORP,OXY,UL,Common Stock,Equity,BBG000BQQCX8,BBG000BQQ2S6,30065286582,EQ0010110600001000
OCEANEERING INTL INC,OII,UL,Common Stock,Equity,BBG000CPCQ63,BBG000CPBCL8,30065299919,EQ0010110700001000
OFFICE DEPOT INC,ODP,UL,Common Stock,Equity,BBG000CP0PG7,BBG000CNZC55,30065299881,EQ0010110900001000
OGE ENERGY CORP,OGE,UL,Common Stock,Equity,BBG000BQGTZ0,BBG000BQGLS5,30065286543,EQ0010111500001000
OLIN CORP,OLN,UL,Common Stock,Equity,BBG000BQJ2B2,BBG000BQHTV3,30065286549,EQ0010111700001000
OLD REPUBLIC INTL CORP,ORI,UL,Common Stock,Equity,BBG000C4PW90,BBG000C4PLF7,30065295784,EQ0010111600001000
OMNICARE INC,OCR,UL,Common Stock,Equity,BBG000BQGF26,BBG000BQG2C4,30065286540,EQ0010111900001000
OMNICOM GROUP,OMC,UL,Common Stock,Equity,BBG000BS9CY2,BBG000BS9489,30065286854,EQ0010112000001000
ONEOK INC,OKE,UL,Common Stock,Equity,BBG000BQHPC2,BBG000BQHGR6,30065286546,EQ0010112200001000
OVERSEAS SHIPHOLDING GROUP,OSG,UL,Common Stock,Equity,BBG000BQN316,BBG000BQMV15,30065286567,EQ0010113300001000
OWENS & MINOR INC,OMI,UL,Common Stock,Equity,BBG000CTWJP8,BBG000CTV5F0,30065300764,EQ0010113400001000
OWENS-ILLINOIS INC,OI,UL,Common Stock,Equity,BBG000CNY3G4,BBG000CNWNL6,30065299873,EQ0010113600001000
OXFORD INDUSTRIES INC,OXM,UL,Common Stock,Equity,BBG000BQPYY0,BBG000BQPRQ4,30065286581,EQ0010113700001000
P G & E CORP,PCG,UL,Common Stock,Equity,BBG000BQWZ79,BBG000BQWPC5,30065286615,EQ0010113900001000
PAR TECHNOLOGY CORP/DEL,PAR,UL,Common Stock,Equity,BBG000BRPL85,BBG000BRP9K8,30065286760,EQ0010114500001000
PARK ELECTROCHEMICAL CORP,PKE,UL,Common Stock,Equity,BBG000BR8LR3,BBG000BR89C6,30065286678,EQ0010114700001000
PARKER DRILLING CO,PKD,UL,Common Stock,Equity,BBG000BR8632,BBG000BR7XT6,30065286677,EQ0010114800001000
PARKER HANNIFIN CORP,PH,UL,Common Stock,Equity,BBG000BR3TM6,BBG000BR3KL6,30065286652,EQ0010114900001000
GOODRICH PETROLEUM CORP,GDP,UL,Common Stock,Equity,BBG000DBKKV9,BBG000DBK8K8,30065307980,EQ0010115000001000
BLUEGREEN CORP,BXG,UL,Common Stock,Equity,BBG000DNRTR2,BBG000DNPGD7,30065314968,EQ0010115100001000
AMERICAN FINANCIAL GROUP INC,AFG,UL,Common Stock,Equity,BBG000DPKTM9,BBG000DPKKK0,30065315855,EQ0010115200001000
PPL CORPORATION,PPL,UL,Common Stock,Equity,BBG000BRJVM4,BBG000BRJL00,30065286721,EQ0010115300001000
J.C. PENNEY CO INC,JCP,UL,Common Stock,Equity,BBG000BMFCN0,BBG000BMF5J0,30065286033,EQ0010115400001000
PEP BOYS-MANNY MOE & JACK,PBY,UL,Common Stock,Equity,BBG000BQVQC4,BBG000BQVHQ9,30065286610,EQ0010115700001000
PEPSICO INC,PEP,UL,Common Stock,Equity,BBG000DH7SJ8,BBG000DH7JK6,30065309416,EQ0010115800001000
PFIZER INC,PFE,UL,Common Stock,Equity,BBG000BR2NT3,BBG000BR2B91,30065286641,EQ0010116600001000
EXELON CORP,EXC,UL,Common Stock,Equity,BBG000J6Y784,BBG000J6XT05,30065376936,EQ0010117000001000
PAR PHARMACEUTICAL COS INC,PRX,UL,Common Stock,Equity,BBG000BRM9X7,BBG000BRLZX0,30065286747,EQ0010116700001000
AQUA AMERICA INC,WTR,UL,Common Stock,Equity,BBG000BRMRD9,BBG000BRMJN6,30065286750,EQ0010117100001000
ALTRIA GROUP INC,MO,UL,Common Stock,Equity,BBG000BP6X48,BBG000BP6LJ8,30065286325,EQ0010117200001000
CONOCOPHILLIPS,COP,UL,Common Stock,Equity,BBG000BQQVW7,BBG000BQQH30,30065286585,EQ0010117400001000
PHILLIPS-VAN HEUSEN,PVH,UL,Common Stock,Equity,BBG000BRRPC9,BBG000BRRG02,30065286768,EQ0010117500001000
PULTEGROUP INC,PHM,UL,Common Stock,Equity,BBG000BR5CZ7,BBG000BR54L0,30065286662,EQ0010117700001000
PIEDMONT NATURAL GAS CO,PNY,UL,Common Stock,Equity,BBG000BRFHM9,BBG000BRF689,30065286706,EQ0010117800001000
PIER 1 IMPORTS INC,PIR,UL,Common Stock,Equity,BBG000BR7RS0,BBG000BR7JQ0,30065286675,EQ0010117900001000
PILGRIM'S PRIDE CORP,PPC,UL,Common Stock,Equity,BBG000BFM6X9,BBG000BFLXV3,30079096831,EQ0010118100001000
PINNACLE WEST CAPITAL,PNW,UL,Common Stock,Equity,BBG000BRF1N3,BBG000BRDSX5,30065286705,EQ0010118300001000
PITNEY BOWES INC,PBI,UL,Common Stock,Equity,BBG000BQTX41,BBG000BQTMJ9,30065286604,EQ0010118700001000
BRINK'S CO/THE,BCO,UL,Common Stock,Equity,BBG000DR8346,BBG000DR5QP5,30065317700,EQ0010118800001000
PNC FINANCIAL SERVICES GROUP,PNC,UL,Common Stock,Equity,BBG000BRD9X7,BBG000BRD0D8,30065286697,EQ0010119300001000
POTASH CORP OF SASKATCHEWAN,POT,UL,Common Stock,Equity,BBG000BV02D9,BBG000BTZQC4,30065287164,EQ0010120100001001
PPG INDUSTRIES INC,PPG,UL,Common Stock,Equity,BBG000BRJH81,BBG000BRJ809,30065286720,EQ0010120400001000
PRAXAIR INC,PX,UL,Common Stock,Equity,BBG000CGRHX7,BBG000CGQ6M4,30065298173,EQ0010120500001000
PRECISION CASTPARTS CORP,PCP,UL,Common Stock,Equity,BBG000C0ML59,BBG000C0MF34,30065289271,EQ0010120600001000
CITIGROUP INC,C,UL,Common Stock,Equity,BBG000FY75V5,BBG000FY4S11,30065341721,EQ0010121400001000
PROCTER & GAMBLE CO/THE,PG,UL,Common Stock,Equity,BBG000BR34F9,BBG000BR2TH3,30065286645,EQ0010121500001000
PROGRESSIVE CORP,PGR,UL,Common Stock,Equity,BBG000BR3FJ0,BBG000BR37X2,30065286650,EQ0010121600001000
PUBLIC SERVICE ENTERPRISE GP,PEG,UL,Common Stock,Equity,BBG000BQZWJ0,BBG000BQZMH4,30065286628,EQ0010122400001000
PNM RESOURCES INC,PNM,UL,Common Stock,Equity,BBG000BRDNK0,BBG000BRDFF3,30065286703,EQ0010122500001000
QUESTAR CORP,STR,UL,Common Stock,Equity,BBG000BTLW36,BBG000BTLMX5,30065287090,EQ0010123400001000
